episode,layer,grad_mean,grad_std
23,fc1.weight,1.2420929124346003e-05,0.0003626223187893629
23,fc1.bias,2.572372613940388e-05,0.0002841262030415237
23,fc2.weight,2.3751517801429145e-05,0.00024073456006590277
23,fc2.bias,8.836510096443817e-05,0.0005752966389991343
23,fc3.weight,5.090170816401951e-05,0.00028540060156956315
23,fc3.bias,0.0005484465509653091,0.0017514035571366549
23,fc4.weight,0.000605151813942939,0.0015575336292386055
23,fc4.bias,0.009920907206833363,0.015044359490275383
24,fc1.weight,-3.5524450936463836e-07,0.00036460612318478525
24,fc1.bias,-1.7249474694835953e-05,0.00041123805567622185
24,fc2.weight,1.795568493889732e-07,0.00014669868687633425
24,fc2.bias,3.7837312447663862e-06,0.0004439248295966536
24,fc3.weight,-3.368140824022703e-06,0.00015255410107783973
24,fc3.bias,-5.5640077334828675e-05,0.0011425722623243928
24,fc4.weight,-0.0002764308883342892,0.0010974234901368618
24,fc4.bias,-0.00459947157651186,0.010870905593037605
25,fc1.weight,1.6764955944381654e-05,0.00024512139498256147
25,fc1.bias,2.1669759007636458e-05,0.00014899611414875835
25,fc2.weight,8.933762728702277e-06,0.0001074808751582168
25,fc2.bias,1.614944812899921e-05,0.0001827589439926669
25,fc3.weight,9.732201760925818e-06,9.859365673037246e-05
25,fc3.bias,3.674360050354153e-05,0.0004951544688083231
25,fc4.weight,3.2527044822927564e-05,0.0008238151203840971
25,fc4.bias,-0.0011484918650239706,0.0060088844038546085
26,fc1.weight,-5.73653380797623e-07,0.00028084591031074524
26,fc1.bias,-2.4668635887792334e-05,0.0004584332345984876
26,fc2.weight,-1.298687402595533e-05,0.00020013820903841406
26,fc2.bias,-0.00010209338506683707,0.0007101622759364545
26,fc3.weight,7.75643184169894e-06,0.0002441776741761714
26,fc3.bias,0.00016706505266483873,0.0019568107090890408
26,fc4.weight,0.0005859826342202723,0.0017515853978693485
26,fc4.bias,0.009746617637574673,0.01871505379676819
27,fc1.weight,-6.708982027703314e-07,0.00031154698808677495
27,fc1.bias,9.946170393959619e-06,0.00024833506904542446
27,fc2.weight,9.172569662041496e-06,8.66690170369111e-05
27,fc2.bias,4.983578764949925e-05,0.00018136938160751015
27,fc3.weight,2.8613731046789326e-06,6.360099359881133e-05
27,fc3.bias,5.335138848749921e-05,0.0003780250553973019
27,fc4.weight,4.965925472788513e-05,0.00037088742828927934
27,fc4.bias,0.000793068204075098,0.003490219358354807
28,fc1.weight,1.8513466670810885e-07,0.00013463050709106028
28,fc1.bias,-6.695843239867827e-07,0.00011348943371558562
28,fc2.weight,1.437302444173838e-06,7.668203033972532e-05
28,fc2.bias,6.330664746201364e-06,0.00016468031390104443
28,fc3.weight,1.203727492793405e-06,7.176151120802388e-05
28,fc3.bias,1.1434453881520312e-05,0.0003570122935343534
28,fc4.weight,6.91362438374199e-05,0.00046223800745792687
28,fc4.bias,0.00011402086238376796,0.002540936693549156
29,fc1.weight,-1.9978253476438113e-05,0.00013962472439743578
29,fc1.bias,-5.374190004658885e-05,0.0001474952878197655
29,fc2.weight,-1.8239206838188693e-05,9.022882295539603e-05
29,fc2.bias,-7.961511437315494e-05,0.0002784100652206689
29,fc3.weight,-2.158856477763038e-05,0.00011819011706393212
29,fc3.bias,-0.00024572585243731737,0.0008238281589001417
29,fc4.weight,-0.00034859287552535534,0.0009434465900994837
29,fc4.bias,-0.005625628400593996,0.007496085483580828
30,fc1.weight,7.198673756647622e-06,0.0005062840064056218
30,fc1.bias,1.9407732906984165e-05,0.000620841805357486
30,fc2.weight,3.831155936495634e-06,0.00024524758919142187
30,fc2.bias,1.795258322090376e-05,0.000655770767480135
30,fc3.weight,1.1012962204404175e-06,0.00027376649086363614
30,fc3.bias,1.0570468475634698e-05,0.0016451355768367648
30,fc4.weight,0.00047146074939519167,0.0017336331075057387
30,fc4.bias,0.0046342508867383,0.013086498714983463
31,fc1.weight,-3.5862153708876576e-06,0.000516897882334888
31,fc1.bias,-1.7258992102142656e-06,0.001050562714226544
31,fc2.weight,1.92556240108388e-06,0.00030440802220255136
31,fc2.bias,-1.7634984033065848e-05,0.0010496056638658047
31,fc3.weight,8.550833626941312e-06,0.00027246918762102723
31,fc3.bias,0.00010197533265454695,0.002004327019676566
31,fc4.weight,0.000588602910283953,0.0018976574065163732
31,fc4.bias,0.008221207186579704,0.01760428212583065
32,fc1.weight,-9.937416507455055e-07,5.845668420079164e-05
32,fc1.bias,-1.073969997378299e-05,5.87979557167273e-05
32,fc2.weight,-4.554660648636855e-09,3.772903437493369e-05
32,fc2.bias,-9.39920573728159e-06,7.815586286596954e-05
32,fc3.weight,-3.932837898901198e-06,5.4755513701820746e-05
32,fc3.bias,-6.403013685485348e-05,0.0002618436992634088
32,fc4.weight,2.445687096042093e-05,0.00037112628342583776
32,fc4.bias,-0.0003985113580711186,0.0027917621191591024
33,fc1.weight,1.926743243529927e-05,0.00016098099877126515
33,fc1.bias,6.951214891159907e-05,0.0002469141036272049
33,fc2.weight,2.391083944530692e-05,0.00010019900946645066
33,fc2.bias,0.00010508694685995579,0.00027765415143221617
33,fc3.weight,2.57515403063735e-05,0.00010952899174299091
33,fc3.bias,0.0002768483536783606,0.0006521015311591327
33,fc4.weight,0.00031560982461087406,0.0008792168810032308
33,fc4.bias,0.004577971063554287,0.006160404533147812
34,fc1.weight,3.213410309399478e-05,0.0003230021975468844
34,fc1.bias,7.817342702765018e-05,0.00037960842018947005
34,fc2.weight,2.927231071225833e-05,0.00012782168050762266
34,fc2.bias,0.00011849335714941844,0.0003495684068184346
34,fc3.weight,2.8514050427475013e-05,0.00013874481373932213
34,fc3.bias,0.00026625089230947196,0.0008438031654804945
34,fc4.weight,0.0003349831677041948,0.00116961938329041
34,fc4.bias,0.004024133551865816,0.008538137190043926
35,fc1.weight,-3.4750391932902858e-06,5.7207918871426955e-05
35,fc1.bias,-2.0341298295534216e-05,7.890223059803247e-05
35,fc2.weight,-9.609443623048719e-06,4.8004578275140375e-05
35,fc2.bias,-4.491160507313907e-05,0.0001356897846562788
35,fc3.weight,-5.301264536683448e-06,5.292295463732444e-05
35,fc3.bias,-7.18252849765122e-05,0.0003697916690725833
35,fc4.weight,-0.00016868776583578438,0.0003019588766619563
35,fc4.bias,-0.002970132976770401,0.0013922264333814383
36,fc1.weight,1.3737442259298405e-06,0.00011485574941616505
36,fc1.bias,2.2548141714651138e-05,0.00010515697067603469
36,fc2.weight,7.205346264527179e-06,7.102997187757865e-05
36,fc2.bias,3.885190744767897e-05,0.00019255450752098113
36,fc3.weight,8.964946573541965e-06,7.891503628343344e-05
36,fc3.bias,0.0001259227719856426,0.0005653694388456643
36,fc4.weight,0.0002517394023016095,0.0004973905743099749
36,fc4.bias,0.0035922874230891466,0.0032336206641048193
37,fc1.weight,-6.936922090972075e-06,0.0012745289131999016
37,fc1.bias,-7.67195233493112e-05,0.0011705680517479777
37,fc2.weight,1.5643350707250647e-05,0.000321661529596895
37,fc2.bias,5.443878035293892e-05,0.0008087421883828938
37,fc3.weight,6.04562455919222e-06,0.00015330183668993413
37,fc3.bias,4.5339707867242396e-05,0.0009775138460099697
37,fc4.weight,-0.00018160903709940612,0.0007443567155860364
37,fc4.bias,-0.0034634298644959927,0.00686098076403141
38,fc1.weight,9.794962352316361e-08,0.00011646060738712549
38,fc1.bias,-4.313792942411965e-06,8.624796464573592e-05
38,fc2.weight,2.656375272636069e-06,5.3385403589345515e-05
38,fc2.bias,6.297956133494154e-06,0.0001200131737277843
38,fc3.weight,-7.761975666653598e-07,5.515307202585973e-05
38,fc3.bias,-2.9409568014671095e-05,0.00034450035309419036
38,fc4.weight,-2.536632564442698e-05,0.0003229517606087029
38,fc4.bias,-0.0013237959938123822,0.0032105599530041218
39,fc1.weight,-1.5102426004887093e-05,0.0001572878536535427
39,fc1.bias,-6.381782441167161e-05,0.00029275481938384473
39,fc2.weight,-1.4029445082996972e-05,0.00011513619392644614
39,fc2.bias,-7.008075044723228e-05,0.0003436223778408021
39,fc3.weight,-1.8347926015849225e-05,0.0001299362484132871
39,fc3.bias,-0.0002408438449492678,0.000843577494379133
39,fc4.weight,-0.00020272782421670854,0.0010706257307901978
39,fc4.bias,-0.0030300812795758247,0.008731083944439888
40,fc1.weight,-9.332796253147535e-06,0.00045720170601271093
40,fc1.bias,-5.737351602874696e-05,0.0003794474760070443
40,fc2.weight,-3.6223755159880966e-05,0.00023549958132207394
40,fc2.bias,-0.0001626532757654786,0.0005690368707291782
40,fc3.weight,-1.4647666830569506e-05,0.00028683364507742226
40,fc3.bias,-0.00019753276137635112,0.0019253776408731937
40,fc4.weight,-0.0005940354312770069,0.001704164780676365
40,fc4.bias,-0.009747730568051338,0.013527864590287209
41,fc1.weight,-3.266084149800008e-06,9.280657104682177e-05
41,fc1.bias,-6.199701601872221e-06,8.266399527201429e-05
41,fc2.weight,-8.42813005874632e-06,5.335782770998776e-05
41,fc2.bias,-3.574594302335754e-05,0.00014712904521729797
41,fc3.weight,-1.111426445277175e-05,6.0222166212042794e-05
41,fc3.bias,-0.00014550429477822036,0.0004526056000031531
41,fc4.weight,-0.00016454115393571556,0.0003768574970308691
41,fc4.bias,-0.0031188400462269783,0.003376203356310725
42,fc1.weight,4.528579893303686e-07,0.0011638480937108397
42,fc1.bias,-6.346830923575908e-05,0.0013039358891546726
42,fc2.weight,2.468001639499562e-06,0.00032746532815508544
42,fc2.bias,1.4375036698766053e-06,0.0008835538756102324
42,fc3.weight,-1.1135472277601366e-06,0.0002409794251434505
42,fc3.bias,-5.420885645435192e-05,0.0013783362228423357
42,fc4.weight,-0.0004173561464995146,0.0012427190085873008
42,fc4.bias,-0.0051541924476623535,0.009432883001863956
43,fc1.weight,2.3238711946760304e-05,0.00038630483322776854
43,fc1.bias,5.8466386690270156e-05,0.0004071479488629848
43,fc2.weight,2.3130667614168487e-05,0.0001118218497140333
43,fc2.bias,0.000110810280602891,0.00033623992931097746
43,fc3.weight,2.3077565856510773e-05,0.00012186192907392979
43,fc3.bias,0.0002897997328545898,0.0008654469856992364
43,fc4.weight,0.0001430091797374189,0.0011429103324189782
43,fc4.bias,0.0012442797888070345,0.009743290953338146
44,fc1.weight,-1.2487337698985357e-05,0.0003526727086864412
44,fc1.bias,-4.566006100503728e-05,0.0003405818424653262
44,fc2.weight,-2.0148356725258054e-06,0.00011156690743518993
44,fc2.bias,-1.9985733160865493e-05,0.00030348708969540894
44,fc3.weight,-7.265324711624999e-06,9.315014176536351e-05
44,fc3.bias,-0.00014373805606737733,0.0005741747445426881
44,fc4.weight,-0.00013778785069007427,0.0004408739332575351
44,fc4.bias,-0.003363900352269411,0.0027998986188322306
45,fc1.weight,-3.6945450119674206e-05,0.0014552788343280554
45,fc1.bias,-8.969869668362662e-05,0.0013062716461718082
45,fc2.weight,-4.077886478626169e-05,0.0003493362164590508
45,fc2.bias,-0.00014870807353872806,0.0007607692969031632
45,fc3.weight,-4.2928721086354926e-05,0.00026384845841675997
45,fc3.bias,-0.0004015762824565172,0.0013220529071986675
45,fc4.weight,-0.0009154285653494298,0.0024893146473914385
45,fc4.bias,-0.00850373599678278,0.009888296946883202
46,fc1.weight,-2.6964103199134115e-06,8.988050103653222e-05
46,fc1.bias,3.6003834225084574e-07,0.00011179191642440856
46,fc2.weight,-4.02262776333373e-06,7.997591455932707e-05
46,fc2.bias,-2.175786539737601e-05,0.00023134000366553664
46,fc3.weight,-8.677739060658496e-06,0.00011486610310385004
46,fc3.bias,-0.00011517042003106326,0.0007909206324256957
46,fc4.weight,-0.0001049334678100422,0.0007922456134110689
46,fc4.bias,-0.0019448844250291586,0.008621558547019958
47,fc1.weight,8.841760973155033e-06,0.0008458249503746629
47,fc1.bias,2.8035417926730588e-05,0.0007017432362772524
47,fc2.weight,2.277547537232749e-05,0.00022927405370865017
47,fc2.bias,0.00010397039295639843,0.0005885610589757562
47,fc3.weight,3.776988887693733e-05,0.00021776284847874194
47,fc3.bias,0.0004775348643306643,0.001535493298433721
47,fc4.weight,0.0006498058210127056,0.0014003199758008122
47,fc4.bias,0.011367264203727245,0.012552520260214806
48,fc1.weight,1.447004615329206e-05,0.00046861547161825
48,fc1.bias,3.97448857256677e-05,0.0006126021035015583
48,fc2.weight,2.8610216759261675e-05,0.00013257592217996716
48,fc2.bias,0.00013857538579031825,0.0003749749157577753
48,fc3.weight,2.19305329665076e-05,0.00011830215225927532
48,fc3.bias,0.00026107137091457844,0.0008085909648798406
48,fc4.weight,0.0002778159105218947,0.0008717874297872186
48,fc4.bias,0.004294269718229771,0.005712165962904692
49,fc1.weight,1.7965876395464875e-05,0.0004388730158098042
49,fc1.bias,3.464486144366674e-05,0.0005768547998741269
49,fc2.weight,1.6272784705506638e-05,0.00019933254225179553
49,fc2.bias,5.0055328756570816e-05,0.000472686457214877
49,fc3.weight,2.2452811663242755e-06,0.00015755290223751217
49,fc3.bias,-3.586759703466669e-05,0.0007820388418622315
49,fc4.weight,0.0001715708349365741,0.0012749816523864865
49,fc4.bias,-0.0036744747776538134,0.004222098737955093
50,fc1.weight,6.191597094584722e-06,6.561522604897618e-05
50,fc1.bias,1.52297025124426e-05,7.784742774674669e-05
50,fc2.weight,4.304749381844886e-06,4.449461630429141e-05
50,fc2.bias,2.1870060663786717e-05,0.00012803403660655022
50,fc3.weight,2.1634125459968345e-06,5.7992645452031866e-05
50,fc3.bias,1.6204894563998096e-05,0.00044462495134212077
50,fc4.weight,-5.1897230150643736e-05,0.0004366614739410579
50,fc4.bias,-0.0010650621261447668,0.004036199301481247
51,fc1.weight,-9.91827437246684e-06,0.00017104165453929454
51,fc1.bias,-3.55550400854554e-05,0.00016381697787437588
51,fc2.weight,-4.160073331149761e-06,7.662839925615117e-05
51,fc2.bias,-9.861916623776779e-06,0.0001896042813314125
51,fc3.weight,-8.63604054757161e-06,8.722821075934917e-05
51,fc3.bias,-7.102759263943881e-05,0.0005550859495997429
51,fc4.weight,-0.00021374922653194517,0.0005923132412135601
51,fc4.bias,-0.002772392937913537,0.005096483509987593
52,fc1.weight,-1.9320607407280477e-06,0.00016605736163910478
52,fc1.bias,6.22669995209435e-06,0.0002015241771005094
52,fc2.weight,-1.4399760175365373e-06,6.672854215139523e-05
52,fc2.bias,-5.708321850761422e-07,0.00018284062389284372
52,fc3.weight,-4.3244162952760234e-06,6.482310709543526e-05
52,fc3.bias,-8.581315341871232e-05,0.0004933340242132545
52,fc4.weight,-0.00010820705210790038,0.00044063039240427315
52,fc4.bias,-0.0019428487867116928,0.004853428807109594
53,fc1.weight,-1.9374507331804125e-08,0.0011793061858043075
53,fc1.bias,1.5299059668905102e-05,0.0006926162168383598
53,fc2.weight,1.662448630668223e-05,0.0002392135065747425
53,fc2.bias,6.882054003654048e-05,0.0004449958505574614
53,fc3.weight,9.936189599102363e-06,0.00010564340482233092
53,fc3.bias,0.00014084148278925568,0.0006006583571434021
53,fc4.weight,-4.850247205467895e-05,0.0007189728203229606
53,fc4.bias,-0.00039424520218744874,0.006317948456853628
54,fc1.weight,-2.4483781089656986e-05,0.0016469476977363229
54,fc1.bias,-8.225887722801417e-05,0.001212392351590097
54,fc2.weight,-5.310465348884463e-05,0.0003929103841073811
54,fc2.bias,-0.00019913612050004303,0.0008431855821982026
54,fc3.weight,-5.15530482516624e-05,0.00028178279171697795
54,fc3.bias,-0.0006006852490827441,0.0014907076256349683
54,fc4.weight,-0.0011114506050944328,0.0026550355833023787
54,fc4.bias,-0.012190137058496475,0.006789027713239193
55,fc1.weight,-1.518679073342355e-05,0.0006308564334176481
55,fc1.bias,-5.075487570138648e-05,0.0012464697938412428
55,fc2.weight,3.057063804590143e-05,0.00019292772049084306
55,fc2.bias,0.00017633350216783583,0.0006140514742583036
55,fc3.weight,1.1813322089437861e-05,0.00011222001194255427
55,fc3.bias,8.870894816936925e-05,0.0007203089771792293
55,fc4.weight,0.00020570824563037604,0.0012718909420073032
55,fc4.bias,-0.0006404878804460168,0.007200382184237242
56,fc1.weight,-1.944097675732337e-05,0.0013648298336192966
56,fc1.bias,-4.3465657654451206e-05,0.0009889882057905197
56,fc2.weight,-3.679113433463499e-05,0.0003120522014796734
56,fc2.bias,-0.00011644866754068062,0.000551944540347904
56,fc3.weight,-3.6442437703954056e-05,0.00020199942809995264
56,fc3.bias,-0.00028967400430701673,0.0006988184759393334
56,fc4.weight,-0.0007181944674812257,0.0019775154069066048
56,fc4.bias,-0.004840154200792313,0.0038410655688494444
57,fc1.weight,-2.9721917599090375e-05,0.0005154076498001814
57,fc1.bias,-0.00011833215830847621,0.0007428484968841076
57,fc2.weight,-2.3038808649289422e-05,0.00022602759418077767
57,fc2.bias,-0.00014318859030026942,0.000649509544018656
57,fc3.weight,-1.6578946087975055e-05,0.00014242374163586646
57,fc3.bias,-0.00020132122153881937,0.0007661149720661342
57,fc4.weight,-0.00027730289730243385,0.0011598534183576703
57,fc4.bias,-0.0018247737316414714,0.0037553145084530115
58,fc1.weight,-1.8640977259565261e-06,0.0007982224924489856
58,fc1.bias,-2.507653334760107e-05,0.00041451954166404903
58,fc2.weight,-2.4697189928701846e-06,0.0001665352174313739
58,fc2.bias,-3.6835095670539886e-05,0.00029681867454200983
58,fc3.weight,-4.298448402551003e-06,0.00010294983076164499
58,fc3.bias,-0.00015446904581040144,0.0006210908177308738
58,fc4.weight,-4.311799420975149e-05,0.0006653120508417487
58,fc4.bias,-0.003310710657387972,0.005537767894566059
59,fc1.weight,4.264797553332755e-06,0.00010297390690539032
59,fc1.bias,2.0880836018477567e-05,6.623032095376402e-05
59,fc2.weight,4.91611808683956e-06,5.127581243868917e-05
59,fc2.bias,3.3245334634557366e-05,0.00014768649998586625
