episode,layer,weight_mean,weight_std
7,fc1.weight,0.00015725285629741848,0.10356771945953369
7,fc1.bias,-0.00775334145873785,0.09578125923871994
7,fc2.weight,-0.0013432884588837624,0.07613669335842133
7,fc2.bias,0.007798945996910334,0.0744158923625946
7,fc3.weight,0.0004656040982808918,0.0552855059504509
7,fc3.bias,-0.0008339203195646405,0.05727171525359154
7,fc4.weight,0.007945803925395012,0.07615264505147934
7,fc4.bias,-0.023585112765431404,0.043681640177965164
8,fc1.weight,-0.0009422386647202075,0.10515222698450089
8,fc1.bias,-0.008393051102757454,0.09572435915470123
8,fc2.weight,-0.00167536037042737,0.07704399526119232
8,fc2.bias,0.007936017587780952,0.07424630969762802
8,fc3.weight,6.207116530276835e-05,0.05618765205144882
8,fc3.bias,-0.0011020227102562785,0.05752431973814964
8,fc4.weight,0.007482090499252081,0.0770941898226738
8,fc4.bias,-0.024570874869823456,0.04368378594517708
9,fc1.weight,-0.0012679952196776867,0.10606086254119873
9,fc1.bias,-0.008225918747484684,0.095780149102211
9,fc2.weight,-0.001590791973285377,0.07764959335327148
9,fc2.bias,0.008526436984539032,0.07457263022661209
9,fc3.weight,-0.0002253295388072729,0.056699398905038834
9,fc3.bias,-0.001047991099767387,0.05806918442249298
9,fc4.weight,0.007547140587121248,0.0776071771979332
9,fc4.bias,-0.024274973198771477,0.04281093552708626
10,fc1.weight,-0.00166224071290344,0.10724310576915741
10,fc1.bias,-0.008296051062643528,0.0958445593714714
10,fc2.weight,-0.001970186596736312,0.07840485870838165
10,fc2.bias,0.008702577091753483,0.07448454201221466
10,fc3.weight,-0.00017991317145060748,0.05748019739985466
10,fc3.bias,-0.000745254335924983,0.05825025960803032
10,fc4.weight,0.007320897188037634,0.0783410593867302
10,fc4.bias,-0.025336897000670433,0.043064892292022705
11,fc1.weight,-0.0019210436148568988,0.10855096578598022
11,fc1.bias,-0.008163651451468468,0.09621809422969818
11,fc2.weight,-0.0022102368529886007,0.07914192974567413
11,fc2.bias,0.008385743945837021,0.07442955672740936
11,fc3.weight,-9.371151827508584e-05,0.05824064463376999
11,fc3.bias,-0.0005469033494591713,0.057567693293094635
11,fc4.weight,0.0069533102214336395,0.07940899580717087
11,fc4.bias,-0.026988834142684937,0.043806131929159164
12,fc1.weight,-0.0024981277529150248,0.10919583588838577
12,fc1.bias,-0.008885840885341167,0.09625649452209473
12,fc2.weight,-0.0024041705764830112,0.07951813191175461
12,fc2.bias,0.008236202411353588,0.07443611323833466
12,fc3.weight,-0.00037630219594575465,0.058663733303546906
12,fc3.bias,-0.0005922162090428174,0.05748167634010315
12,fc4.weight,0.0068095289170742035,0.07985271513462067
12,fc4.bias,-0.027107348665595055,0.044136833399534225
13,fc1.weight,-0.002579287625849247,0.11028843373060226
13,fc1.bias,-0.008434811607003212,0.0966179147362709
13,fc2.weight,-0.0022316714748740196,0.0801786258816719
13,fc2.bias,0.008918588049709797,0.07448720186948776
13,fc3.weight,-0.00024348171427845955,0.059377774596214294
13,fc3.bias,-0.00035052327439188957,0.05750621482729912
13,fc4.weight,0.006086237262934446,0.08095316588878632
13,fc4.bias,-0.02827296406030655,0.043756142258644104
14,fc1.weight,-0.0031601269729435444,0.11146116256713867
14,fc1.bias,-0.008956900797784328,0.09668770432472229
14,fc2.weight,-0.002801768481731415,0.08077019453048706
14,fc2.bias,0.008366149850189686,0.07442411780357361
14,fc3.weight,-0.000511929567437619,0.06004510074853897
14,fc3.bias,-0.000594229728449136,0.057780832052230835
14,fc4.weight,0.0057589164935052395,0.08187735825777054
14,fc4.bias,-0.02927330508828163,0.04331713169813156
15,fc1.weight,-0.003881220007315278,0.11238009482622147
15,fc1.bias,-0.009375551715493202,0.09686973690986633
15,fc2.weight,-0.002891563344746828,0.0813533291220665
15,fc2.bias,0.008635896258056164,0.07461992651224136
15,fc3.weight,-0.0003936815483029932,0.06064843013882637
15,fc3.bias,-3.610790008679032e-05,0.057521115988492966
15,fc4.weight,0.005551544483751059,0.08290406316518784
15,fc4.bias,-0.029128262773156166,0.04380030930042267
16,fc1.weight,-0.004333352670073509,0.11343982070684433
16,fc1.bias,-0.009445421397686005,0.09672175347805023
16,fc2.weight,-0.003162992186844349,0.08181945234537125
16,fc2.bias,0.008250623010098934,0.07458386570215225
16,fc3.weight,-0.0004906945978291333,0.061146657913923264
16,fc3.bias,-0.0003175501769874245,0.05758856236934662
16,fc4.weight,0.005487936083227396,0.08374795317649841
16,fc4.bias,-0.029455609619617462,0.04410936310887337
17,fc1.weight,-0.004544664639979601,0.1146327331662178
17,fc1.bias,-0.009113522246479988,0.09665896743535995
17,fc2.weight,-0.003120749955996871,0.08251506090164185
17,fc2.bias,0.008856851607561111,0.07469931989908218
17,fc3.weight,-0.0003368533216416836,0.06199267879128456
17,fc3.bias,0.00033210424589924514,0.057662490755319595
17,fc4.weight,0.005077732261270285,0.085067518055439
17,fc4.bias,-0.02988346479833126,0.044096238911151886
18,fc1.weight,-0.004998175892978907,0.1154903769493103
18,fc1.bias,-0.009359154850244522,0.09712471812963486
18,fc2.weight,-0.0033183612395077944,0.08300358057022095
18,fc2.bias,0.008814199827611446,0.07475791871547699
18,fc3.weight,-0.0005382738308981061,0.06256775557994843
18,fc3.bias,0.00016025331569835544,0.05794593319296837
18,fc4.weight,0.005024234298616648,0.08573054522275925
18,fc4.bias,-0.03024423122406006,0.04393009468913078
19,fc1.weight,-0.005362402182072401,0.11648660153150558
19,fc1.bias,-0.00931859016418457,0.09714774042367935
19,fc2.weight,-0.0035712590906769037,0.08356042206287384
19,fc2.bias,0.008881235495209694,0.07484845072031021
19,fc3.weight,-0.00032602951978333294,0.06324058771133423
19,fc3.bias,0.0007745285984128714,0.05746952071785927
19,fc4.weight,0.004835502244532108,0.08705032616853714
19,fc4.bias,-0.030699364840984344,0.044255901128053665
20,fc1.weight,-0.005835563410073519,0.1177448108792305
20,fc1.bias,-0.009385391138494015,0.09728061407804489
20,fc2.weight,-0.0036383597180247307,0.08413834124803543
20,fc2.bias,0.009341389872133732,0.07502701878547668
20,fc3.weight,-0.000621887797024101,0.0638522058725357
20,fc3.bias,0.0005971331265754998,0.057576004415750504
20,fc4.weight,0.004249421413987875,0.08820032328367233
20,fc4.bias,-0.03196513652801514,0.04547723010182381
21,fc1.weight,-0.006120892241597176,0.11841203272342682
21,fc1.bias,-0.009284326806664467,0.09639452397823334
21,fc2.weight,-0.003989530261605978,0.08455603569746017
21,fc2.bias,0.008998163975775242,0.07510032504796982
21,fc3.weight,-0.000590914802160114,0.06428690999746323
21,fc3.bias,0.0006619641790166497,0.05781738832592964
21,fc4.weight,0.004220031201839447,0.08884644508361816
21,fc4.bias,-0.031467970460653305,0.045416153967380524
22,fc1.weight,-0.006670808419585228,0.11928687989711761
22,fc1.bias,-0.009733695536851883,0.09649208933115005
22,fc2.weight,-0.00398383941501379,0.08500056713819504
22,fc2.bias,0.00909360684454441,0.07541072368621826
22,fc3.weight,-0.000724183744750917,0.06484772264957428
22,fc3.bias,0.0005420125089585781,0.058152489364147186
22,fc4.weight,0.0042081004939973354,0.08966518193483353
22,fc4.bias,-0.03162132576107979,0.04558718204498291
23,fc1.weight,-0.007055302616208792,0.12023989111185074
23,fc1.bias,-0.009693458676338196,0.09594988822937012
23,fc2.weight,-0.004134602844715118,0.08545331656932831
23,fc2.bias,0.009019685909152031,0.07516894489526749
23,fc3.weight,-0.0007712244405411184,0.06537750363349915
23,fc3.bias,0.0005462396657094359,0.058243509382009506
23,fc4.weight,0.003970381338149309,0.09051115810871124
23,fc4.bias,-0.03222724050283432,0.046430282294750214
24,fc1.weight,-0.007424806710332632,0.12121458351612091
24,fc1.bias,-0.009640761651098728,0.09615910053253174
24,fc2.weight,-0.004290744196623564,0.0860196053981781
24,fc2.bias,0.009137480519711971,0.07494474202394485
24,fc3.weight,-0.000751076266169548,0.06596645712852478
24,fc3.bias,0.0007639293326064944,0.05816563218832016
24,fc4.weight,0.003274909919127822,0.09188420325517654
24,fc4.bias,-0.032945286482572556,0.0460115522146225
25,fc1.weight,-0.008061343804001808,0.12236324697732925
25,fc1.bias,-0.010212603956460953,0.09594692289829254
25,fc2.weight,-0.004174426198005676,0.08645238727331161
25,fc2.bias,0.009431425482034683,0.07546041905879974
25,fc3.weight,-0.0006873914389871061,0.06651178002357483
25,fc3.bias,0.0008649586234241724,0.0582134872674942
25,fc4.weight,0.002733573317527771,0.09256608784198761
25,fc4.bias,-0.03355039656162262,0.04600146412849426
26,fc1.weight,-0.008198786526918411,0.12305709719657898
26,fc1.bias,-0.009899294003844261,0.09583700448274612
26,fc2.weight,-0.004484072793275118,0.08691226691007614
26,fc2.bias,0.009141271002590656,0.07554633170366287
26,fc3.weight,-0.0006962627521716058,0.06702519208192825
26,fc3.bias,0.0011258451268076897,0.05823754519224167
26,fc4.weight,0.0025047895032912493,0.09341316670179367
26,fc4.bias,-0.03325603902339935,0.04630843177437782
27,fc1.weight,-0.00867440178990364,0.12382339686155319
27,fc1.bias,-0.010383578948676586,0.09613408893346786
27,fc2.weight,-0.004555261228233576,0.0873737558722496
27,fc2.bias,0.009190031327307224,0.07598558813333511
27,fc3.weight,-0.0007036500610411167,0.06767036765813828
27,fc3.bias,0.0014223168836906552,0.05834050104022026
27,fc4.weight,0.00241579650901258,0.09449879080057144
27,fc4.bias,-0.032575733959674835,0.04708712175488472
28,fc1.weight,-0.008606096729636192,0.12441406399011612
28,fc1.bias,-0.009896566160023212,0.09593843668699265
28,fc2.weight,-0.00477809039875865,0.08778508007526398
28,fc2.bias,0.009044140577316284,0.07598788291215897
28,fc3.weight,-0.0006114418501965702,0.06820524483919144
28,fc3.bias,0.0017191971419379115,0.058536626398563385
28,fc4.weight,0.0016217072261497378,0.09570872783660889
28,fc4.bias,-0.0332038551568985,0.04613141342997551
29,fc1.weight,-0.008951853960752487,0.1249525249004364
29,fc1.bias,-0.010134040378034115,0.09591716527938843
29,fc2.weight,-0.004893884994089603,0.08805888146162033
29,fc2.bias,0.008912041783332825,0.07595578581094742
29,fc3.weight,-0.0007290851790457964,0.06852995604276657
29,fc3.bias,0.0014210139634087682,0.05878014490008354
29,fc4.weight,0.0016715406673029065,0.09594427794218063
29,fc4.bias,-0.032754600048065186,0.04584968462586403
30,fc1.weight,-0.008853414095938206,0.12568017840385437
30,fc1.bias,-0.009535104967653751,0.09601742774248123
30,fc2.weight,-0.004902040585875511,0.0885220393538475
30,fc2.bias,0.009102539159357548,0.07629179954528809
30,fc3.weight,-0.0006519390735775232,0.06920263171195984
30,fc3.bias,0.001727892435155809,0.05893556401133537
30,fc4.weight,0.0016927521210163832,0.09711115062236786
30,fc4.bias,-0.03204963356256485,0.04542643576860428
31,fc1.weight,-0.009227109141647816,0.12655454874038696
31,fc1.bias,-0.009959331713616848,0.097108393907547
31,fc2.weight,-0.005170048214495182,0.08905894309282303
31,fc2.bias,0.008868989534676075,0.07622186094522476
31,fc3.weight,-0.0005741397617384791,0.0697498470544815
31,fc3.bias,0.0018590285908430815,0.05877961963415146
31,fc4.weight,0.0015565503854304552,0.09814330190420151
31,fc4.bias,-0.03222867473959923,0.04525626823306084
32,fc1.weight,-0.009716935455799103,0.1274116337299347
32,fc1.bias,-0.010271705687046051,0.09649143368005753
32,fc2.weight,-0.005136382766067982,0.08939558267593384
32,fc2.bias,0.008858930319547653,0.07594029605388641
32,fc3.weight,-0.0004990811576135457,0.0702287033200264
32,fc3.bias,0.002135219518095255,0.058559566736221313
32,fc4.weight,0.0013539440697059035,0.099131740629673
32,fc4.bias,-0.03228197991847992,0.044879619032144547
33,fc1.weight,-0.009767862036824226,0.12796929478645325
33,fc1.bias,-0.0100779477506876,0.09676089137792587
33,fc2.weight,-0.005129811819642782,0.08968639373779297
33,fc2.bias,0.009053469635546207,0.07641009241342545
33,fc3.weight,-0.0004242830618750304,0.0705912783741951
33,fc3.bias,0.002390423556789756,0.05904965475201607
33,fc4.weight,0.0015864348970353603,0.09960003942251205
33,fc4.bias,-0.03154868260025978,0.04505935683846474
34,fc1.weight,-0.009944853372871876,0.1286264806985855
34,fc1.bias,-0.010130173526704311,0.09652722626924515
34,fc2.weight,-0.005518421530723572,0.08991330116987228
34,fc2.bias,0.008518085815012455,0.07630343735218048
34,fc3.weight,-0.0007063561934046447,0.07085983455181122
34,fc3.bias,0.0020168249029666185,0.05896482244133949
34,fc4.weight,0.002255355939269066,0.09975700080394745
34,fc4.bias,-0.031046506017446518,0.044315509498119354
35,fc1.weight,-0.010024530813097954,0.1288980096578598
35,fc1.bias,-0.010180521756410599,0.09652242064476013
35,fc2.weight,-0.005825601518154144,0.0900532528758049
35,fc2.bias,0.008322695270180702,0.07651173323392868
35,fc3.weight,-0.000629932270385325,0.07101713865995407
35,fc3.bias,0.0022866898216307163,0.0588664710521698
35,fc4.weight,0.0021305095870047808,0.10019967705011368
35,fc4.bias,-0.031056158244609833,0.044718071818351746
36,fc1.weight,-0.0101157296448946,0.1293339729309082
36,fc1.bias,-0.009808261878788471,0.0959147959947586
36,fc2.weight,-0.005608050152659416,0.09042979031801224
36,fc2.bias,0.008854708634316921,0.07698696851730347
36,fc3.weight,-0.00044062218512408435,0.07148932665586472
36,fc3.bias,0.0026778208557516336,0.05896823853254318
36,fc4.weight,0.0022298924159258604,0.10119186341762543
36,fc4.bias,-0.030729597434401512,0.04493381455540657
37,fc1.weight,-0.010303091257810593,0.12963823974132538
37,fc1.bias,-0.010054227896034718,0.09640467166900635
37,fc2.weight,-0.005608135834336281,0.0905962586402893
37,fc2.bias,0.008922534063458443,0.07665441930294037
37,fc3.weight,-0.0006121746846474707,0.07174909114837646
37,fc3.bias,0.002378831384703517,0.05901350826025009
37,fc4.weight,0.0020947938319295645,0.1014447957277298
37,fc4.bias,-0.030409591272473335,0.04478104040026665
38,fc1.weight,-0.010643312707543373,0.1300816386938095
38,fc1.bias,-0.010669795796275139,0.0968296155333519
38,fc2.weight,-0.005961666349321604,0.09085521847009659
38,fc2.bias,0.008336205035448074,0.07685089856386185
38,fc3.weight,-0.0007434107246808708,0.0719694271683693
38,fc3.bias,0.0021785409189760685,0.05907817184925079
38,fc4.weight,0.0021510336082428694,0.10161488503217697
38,fc4.bias,-0.029962150380015373,0.04421410709619522
39,fc1.weight,-0.010607479140162468,0.13043445348739624
39,fc1.bias,-0.010440302081406116,0.09684881567955017
39,fc2.weight,-0.006139849312603474,0.09104856103658676
39,fc2.bias,0.007912030443549156,0.07685989141464233
39,fc3.weight,-0.0009377097594551742,0.07225220650434494
39,fc3.bias,0.0019091288559138775,0.05932261049747467
39,fc4.weight,0.002602125285193324,0.10175832360982895
39,fc4.bias,-0.02972634695470333,0.044682636857032776
40,fc1.weight,-0.010734538547694683,0.1306876689195633
40,fc1.bias,-0.010369505733251572,0.09679610282182693
40,fc2.weight,-0.006481606513261795,0.09122325479984283
40,fc2.bias,0.007585770916193724,0.0769803449511528
40,fc3.weight,-0.0008982197614386678,0.07241572439670563
40,fc3.bias,0.0020682960748672485,0.059180498123168945
40,fc4.weight,0.0028337573166936636,0.10189275443553925
40,fc4.bias,-0.029209930449724197,0.04434380307793617
41,fc1.weight,-0.010982218198478222,0.1312044858932495
41,fc1.bias,-0.010379990562796593,0.09658770263195038
41,fc2.weight,-0.006424908526241779,0.09155204892158508
41,fc2.bias,0.00788495596498251,0.07687429338693619
41,fc3.weight,-0.000825948198325932,0.07283732295036316
41,fc3.bias,0.002344357781112194,0.05906276777386665
41,fc4.weight,0.0026015376206487417,0.10267218947410583
41,fc4.bias,-0.029634227976202965,0.0445578470826149
42,fc1.weight,-0.011128426529467106,0.13161036372184753
42,fc1.bias,-0.010442804545164108,0.0965239405632019
42,fc2.weight,-0.006416950840502977,0.09194131195545197
42,fc2.bias,0.007948455400764942,0.07673767954111099
42,fc3.weight,-0.0007407045923173428,0.07332130521535873
42,fc3.bias,0.002653642324730754,0.0591871552169323
42,fc4.weight,0.0030119840521365404,0.10341813415288925
42,fc4.bias,-0.028562428429722786,0.044285014271736145
43,fc1.weight,-0.011372378095984459,0.1320783793926239
43,fc1.bias,-0.010633775033056736,0.09590109437704086
43,fc2.weight,-0.006392758339643478,0.09219963848590851
43,fc2.bias,0.008059179410338402,0.07700716704130173
43,fc3.weight,-0.0011522631393745542,0.07370015233755112
43,fc3.bias,0.0019474491709843278,0.0597921721637249
43,fc4.weight,0.0034362394362688065,0.103665791451931
43,fc4.bias,-0.02865218184888363,0.044555142521858215
44,fc1.weight,-0.011397432535886765,0.132496640086174
44,fc1.bias,-0.01053876057267189,0.09647005796432495
44,fc2.weight,-0.006701278500258923,0.09259020537137985
44,fc2.bias,0.007794201374053955,0.07694487273693085
44,fc3.weight,-0.0011221864260733128,0.07417085766792297
44,fc3.bias,0.0022259713150560856,0.05955270305275917
44,fc4.weight,0.003512481926009059,0.10460659861564636
44,fc4.bias,-0.02890220284461975,0.04518117383122444
45,fc1.weight,-0.011622888036072254,0.13276231288909912
45,fc1.bias,-0.010905222967267036,0.09706754237413406
45,fc2.weight,-0.006720397621393204,0.0928773358464241
45,fc2.bias,0.007579355034977198,0.07699432224035263
45,fc3.weight,-0.0010392219992354512,0.0744733139872551
45,fc3.bias,0.0025359566789120436,0.05963108688592911
45,fc4.weight,0.0033525670878589153,0.10500999540090561
45,fc4.bias,-0.02887166291475296,0.04486175253987312
46,fc1.weight,-0.011708357371389866,0.13339444994926453
46,fc1.bias,-0.010627039708197117,0.09680384397506714
46,fc2.weight,-0.006893984507769346,0.09317529946565628
46,fc2.bias,0.007443571928888559,0.07691248506307602
46,fc3.weight,-0.0013186422875151038,0.07483252137899399
46,fc3.bias,0.0020130383782088757,0.05968153104186058
46,fc4.weight,0.003688184544444084,0.10522104054689407
46,fc4.bias,-0.028317824006080627,0.0454084575176239
47,fc1.weight,-0.01172061450779438,0.1337696760892868
47,fc1.bias,-0.01052159070968628,0.09663236141204834
47,fc2.weight,-0.0072030252777040005,0.09351596981287003
47,fc2.bias,0.007003702223300934,0.0770253986120224
47,fc3.weight,-0.0012381095439195633,0.07520397007465363
47,fc3.bias,0.0021568217780441046,0.059778790920972824
47,fc4.weight,0.004176445305347443,0.10574556142091751
47,fc4.bias,-0.02753164991736412,0.04539734497666359
48,fc1.weight,-0.011798794381320477,0.13418568670749664
48,fc1.bias,-0.010538473725318909,0.09664177149534225
48,fc2.weight,-0.0071844253689050674,0.09373152256011963
48,fc2.bias,0.007138350512832403,0.07675894349813461
48,fc3.weight,-0.0012122190091758966,0.07551020383834839
48,fc3.bias,0.0023537282831966877,0.05983749404549599
48,fc4.weight,0.004120747558772564,0.10618574917316437
48,fc4.bias,-0.027678312733769417,0.04605397209525108
49,fc1.weight,-0.012115785852074623,0.13432535529136658
49,fc1.bias,-0.011029329150915146,0.09634481370449066
49,fc2.weight,-0.007239874918013811,0.09394575655460358
49,fc2.bias,0.007245937362313271,0.0768042802810669
49,fc3.weight,-0.0014454865595325828,0.07581143826246262
49,fc3.bias,0.002257963176816702,0.060164958238601685
49,fc4.weight,0.003961328882724047,0.10616366565227509
49,fc4.bias,-0.02764485590159893,0.04539098963141441
50,fc1.weight,-0.012189239263534546,0.13474085927009583
50,fc1.bias,-0.010964274406433105,0.09635358303785324
50,fc2.weight,-0.007466784678399563,0.09419835358858109
50,fc2.bias,0.007034997921437025,0.07693494856357574
50,fc3.weight,-0.0014537639217451215,0.07621918618679047
50,fc3.bias,0.0021761832758784294,0.060223616659641266
50,fc4.weight,0.0038932303432375193,0.10669511556625366
50,fc4.bias,-0.027329975739121437,0.045418694615364075
51,fc1.weight,-0.012104435823857784,0.13495822250843048
51,fc1.bias,-0.01064382866024971,0.09657900035381317
51,fc2.weight,-0.007646250072866678,0.09437885135412216
51,fc2.bias,0.006723867263644934,0.07682961225509644
51,fc3.weight,-0.001581632997840643,0.07629101723432541
51,fc3.bias,0.0018601479241624475,0.060669708997011185
51,fc4.weight,0.0042881048284471035,0.1066451147198677
51,fc4.bias,-0.02666829712688923,0.044558584690093994
52,fc1.weight,-0.012114355340600014,0.1353623867034912
52,fc1.bias,-0.01030764915049076,0.0965319499373436
52,fc2.weight,-0.007698593195527792,0.09465032815933228
52,fc2.bias,0.006614188198000193,0.07659540325403214
52,fc3.weight,-0.0014906901633366942,0.07662086933851242
52,fc3.bias,0.0018987776711583138,0.059878408908843994
52,fc4.weight,0.004173739347606897,0.1074485033750534
52,fc4.bias,-0.027127869427204132,0.04649092257022858
53,fc1.weight,-0.012230753898620605,0.13560442626476288
53,fc1.bias,-0.010453501716256142,0.09640412777662277
53,fc2.weight,-0.007924618199467659,0.09482266008853912
53,fc2.bias,0.006463900208473206,0.07691660523414612
53,fc3.weight,-0.0016557889757677913,0.07687610387802124
53,fc3.bias,0.002081587677821517,0.06049862504005432
53,fc4.weight,0.0034813331440091133,0.10767943412065506
53,fc4.bias,-0.02619011513888836,0.04517129063606262
54,fc1.weight,-0.012130212970077991,0.13578952848911285
54,fc1.bias,-0.010090679861605167,0.09664011746644974
54,fc2.weight,-0.008212531916797161,0.09499276429414749
54,fc2.bias,0.006003453861922026,0.0770183801651001
54,fc3.weight,-0.0017572176875546575,0.07702289521694183
54,fc3.bias,0.0018772181356325746,0.06016285717487335
54,fc4.weight,0.003251492278650403,0.10803738981485367
54,fc4.bias,-0.026277121156454086,0.04571904242038727
55,fc1.weight,-0.012813824228942394,0.13624979555606842
55,fc1.bias,-0.011036883108317852,0.09647507965564728
55,fc2.weight,-0.008177042938768864,0.09523436427116394
55,fc2.bias,0.00612332159653306,0.07741780579090118
55,fc3.weight,-0.0014534387737512589,0.07733377814292908
55,fc3.bias,0.0024325784761458635,0.0605844110250473
55,fc4.weight,0.00363367423415184,0.1084681898355484
55,fc4.bias,-0.024517666548490524,0.04530753195285797
56,fc1.weight,-0.013067691586911678,0.13671384751796722
56,fc1.bias,-0.010998818092048168,0.09618187695741653
56,fc2.weight,-0.008444767445325851,0.09546645730733871
56,fc2.bias,0.0055743250995874405,0.07716412842273712
56,fc3.weight,-0.0016021300107240677,0.07739808410406113
56,fc3.bias,0.0021541169844567776,0.061031971126794815
56,fc4.weight,0.0042165545746684074,0.10850343108177185
56,fc4.bias,-0.024066098034381866,0.04471752420067787
57,fc1.weight,-0.013319524005055428,0.1368970274925232
57,fc1.bias,-0.011448143981397152,0.09584981948137283
57,fc2.weight,-0.008502310141921043,0.09567773342132568
57,fc2.bias,0.0055480231530964375,0.07721903920173645
57,fc3.weight,-0.0017235116101801395,0.07772336900234222
57,fc3.bias,0.0020912261679768562,0.0610760934650898
57,fc4.weight,0.004286728799343109,0.10915325582027435
57,fc4.bias,-0.024149073287844658,0.044481631368398666
58,fc1.weight,-0.0135171664878726,0.13715599477291107
58,fc1.bias,-0.011650174856185913,0.09546387940645218
58,fc2.weight,-0.0086740767583251,0.09582825005054474
58,fc2.bias,0.005524550564587116,0.076917864382267
58,fc3.weight,-0.001958896405994892,0.07785292714834213
58,fc3.bias,0.001778561738319695,0.060761284083127975
58,fc4.weight,0.00374240311793983,0.10919999331235886
58,fc4.bias,-0.02449510619044304,0.04503518342971802
59,fc1.weight,-0.01352150272578001,0.1376672089099884
59,fc1.bias,-0.011492060497403145,0.09556853771209717
59,fc2.weight,-0.008694242686033249,0.09622669219970703
59,fc2.bias,0.005610269494354725,0.07687211781740189
59,fc3.weight,-0.0018722077365964651,0.07822173088788986
59,fc3.bias,0.0021406447049230337,0.061276063323020935
59,fc4.weight,0.004543949384242296,0.10975819081068039
59,fc4.bias,-0.02339191734790802,0.04455225169658661
60,fc1.weight,-0.01361346896737814,0.13794802129268646
60,fc1.bias,-0.011438459157943726,0.09577962011098862
60,fc2.weight,-0.008914287202060223,0.0964135006070137
60,fc2.bias,0.005279766861349344,0.07657229900360107
60,fc3.weight,-0.0021690991707146168,0.07841511070728302
60,fc3.bias,0.0018018329283222556,0.06128193438053131
60,fc4.weight,0.004390735644847155,0.10979726165533066
60,fc4.bias,-0.023342184722423553,0.0434790775179863
61,fc1.weight,-0.013875642791390419,0.138319730758667
61,fc1.bias,-0.011883195489645004,0.09602128714323044
61,fc2.weight,-0.008501999080181122,0.0967310294508934
61,fc2.bias,0.006195679306983948,0.07681087404489517
61,fc3.weight,-0.0020050962921231985,0.07888680696487427
61,fc3.bias,0.002283157780766487,0.061846811324357986
61,fc4.weight,0.004037162754684687,0.11060634255409241
61,fc4.bias,-0.022547543048858643,0.04392077028751373
62,fc1.weight,-0.013784486800432205,0.1385047435760498
62,fc1.bias,-0.011465676128864288,0.09646269679069519
62,fc2.weight,-0.008754575625061989,0.09701287746429443
62,fc2.bias,0.00590146891772747,0.07708842307329178
62,fc3.weight,-0.0018766422290354967,0.07916035503149033
62,fc3.bias,0.0026166464667767286,0.06146673485636711
62,fc4.weight,0.004625367932021618,0.11108379065990448
62,fc4.bias,-0.022253910079598427,0.04466347396373749
63,fc1.weight,-0.013939145021140575,0.13886822760105133
63,fc1.bias,-0.011695044115185738,0.09639839828014374
63,fc2.weight,-0.009165702387690544,0.09721150994300842
63,fc2.bias,0.005253863520920277,0.07673502713441849
63,fc3.weight,-0.0020819706842303276,0.07931343466043472
63,fc3.bias,0.0023461845703423023,0.061457403004169464
63,fc4.weight,0.0047020199708640575,0.1112898588180542
63,fc4.bias,-0.02276954986155033,0.04361917823553085
64,fc1.weight,-0.014095712453126907,0.1392255276441574
64,fc1.bias,-0.011813092045485973,0.09698410332202911
64,fc2.weight,-0.009176492691040039,0.09746875613927841
64,fc2.bias,0.0056476471945643425,0.07709437608718872
