Episode,Score,Average Score,Loss,Average Loss,Epsilon
59.0,4.0,0.2033898305084746,1.0379430770990439,1.2157778047124848,0.7439808620067382
60.0,0.0,0.2,1.2810841456521302,1.2168662437281454,0.7402609576967045
61.0,1.0,0.21311475409836064,0.8638685456244275,1.2110793962182484,0.736559652908221
62.0,0.0,0.20967741935483872,1.053196353954263,1.2085328955365713,0.7328768546436799
63.0,1.0,0.2222222222222222,1.3529254609020427,1.210824841018563,0.7292124703704616
64.0,3.0,0.265625,1.691660898271948,1.218337904413147,0.7255664080186093
65.0,1.0,0.27692307692307694,0.9110096622025594,1.2136097776099073,0.7219385759785162
66.0,3.0,0.3181818181818182,1.1332864386495203,1.2123927573226287,0.7183288830986236
67.0,0.0,0.31343283582089554,0.991359020001255,1.209093746317832,0.7147372386831305
68.0,2.0,0.3382352941176471,0.9152633736375719,1.2047727114254752,0.7111635524897149
69.0,0.0,0.3333333333333333,1.1353169730864465,1.203766106522011,0.7076077347272662
70.0,3.0,0.37142857142857144,0.8024135667947121,1.198032498811621,0.7040696960536299
71.0,0.0,0.36619718309859156,0.9642584891989827,1.194739907126936,0.7005493475733617
72.0,1.0,0.375,1.2786513424944133,1.1959053437292622,0.697046600835495
73.0,2.0,0.3972602739726027,1.2810558808851056,1.1970717894437257,0.6935613678313175
74.0,3.0,0.43243243243243246,1.4036545256967656,1.1998634480417398,0.6900935609921609
75.0,3.0,0.4666666666666667,1.3444269506144337,1.2017909614093758,0.6866430931872001
76.0,4.0,0.5131578947368421,1.5112128601176664,1.2058623021818533,0.6832098777212641
77.0,3.0,0.5454545454545454,0.9716391377151012,1.2028204429030642,0.6797938283326578
78.0,2.0,0.5641025641025641,1.0550362255889922,1.2009257734503198,0.6763948591909945
79.0,0.0,0.5569620253164557,1.1939020700519904,1.2008368658123663,0.6730128848950395
80.0,3.0,0.5875,1.0130320072639734,1.1984893050805112,0.6696478204705644
81.0,2.0,0.6049382716049383,1.2124077148037031,1.1986611372993161,0.6662995813682115
82.0,2.0,0.6219512195121951,1.0989548552315682,1.1974452070301973,0.6629680834613705
83.0,4.0,0.6626506024096386,1.2648039588239044,1.1982567582566275,0.6596532430440636
84.0,1.0,0.6666666666666666,1.3586603826843202,1.2001663252141,0.6563549768288433
85.0,4.0,0.7058823529411765,1.0625055155251175,1.1985467862765826,0.653073201944699
86.0,2.0,0.7209302325581395,1.1837588222697377,1.1983748332067354,0.6498078359349755
87.0,4.0,0.7586206896551724,1.1193563913693652,1.1974665752545819,0.6465587967553006
88.0,3.0,0.7840909090909091,1.327290650573559,1.198941848837752,0.6433260027715241
89.0,0.0,0.7752808988764045,1.125759661779739,1.1981195770730553,0.6401093727576664
90.0,4.0,0.8111111111111111,1.277705377084203,1.1990038637398457,0.6369088258938781
91.0,3.0,0.8351648351648352,1.0598433568375185,1.1974746274002597,0.6337242817644086
92.0,6.0,0.8913043478260869,1.2212880632141605,1.197733469093889,0.6305556603555866
93.0,1.0,0.8924731182795699,1.1603689526673406,1.1973317001000552,0.6274028820538087
94.0,6.0,0.9468085106382979,1.3447128150146455,1.1988995843012742,0.6242658676435396
95.0,6.0,1.0,1.1878872935194522,1.1987836654509394,0.6211445383053219
96.0,2.0,1.0104166666666667,1.3800113004399464,1.2006714533154081,0.6180388156137953
97.0,0.0,1.0,1.7819417242426425,1.2066639303352766,0.6149486215357263
98.0,5.0,1.0408163265306123,1.150336733320728,1.2060891630188015,0.6118738784280476
99.0,1.0,1.0404040404040404,1.67435522103915,1.2108191232008252,0.6088145090359074
100.0,5.0,1.08,1.5177689077681862,1.213888621046499,0.6057704364907278
101.0,2.0,1.1,1.601191205671057,1.224501127541298,0.6027415843082742
102.0,6.0,1.16,1.2637585424818099,1.2205652899539563,0.5997278763867329
103.0,4.0,1.21,1.6839448441751301,1.2242982781340834,0.5967292370047992
104.0,4.0,1.27,1.5017639300785959,1.2211551418423188,0.5937455908197752
105.0,1.0,1.3,1.5541642886819318,1.2180128754890758,0.5907768628656763
106.0,3.0,1.33,1.6992441647453234,1.2188933849622845,0.5878229785513479
107.0,1.0,1.36,1.618027167627588,1.21633680850151,0.5848838636585911
108.0,2.0,1.39,1.5479563202243298,1.2157438577862922,0.5819594443402982
109.0,0.0,1.41,1.7159659786848351,1.2137720760388766,0.5790496471185967
110.0,3.0,1.44,1.9087684547994286,1.212007807404152,0.5761543988830038
111.0,1.0,1.45,1.4247028620447963,1.2137423413543729,0.5732736268885887
112.0,1.0,1.46,1.7599766594357789,1.216824703493039,0.5704072587541458
113.0,2.0,1.48,2.164022371172905,1.2224234387330943,0.567555222460375
114.0,2.0,1.5,2.254159884294495,1.232180286042858,0.5647174463480732
115.0,3.0,1.51,1.5807074211770669,1.234309844445088,0.5618938591163328
116.0,5.0,1.56,1.7839551084907725,1.2371181451022857,0.5590843898207511
117.0,4.0,1.6,1.9117972827516496,1.2419872724363814,0.5562889678716474
118.0,2.0,1.63,1.8528449244331568,1.2478646477888105,0.5535075230322891
119.0,6.0,1.73,1.518639984424226,1.2477347280131652,0.5507399854171277
120.0,2.0,1.73,1.7038850089302287,1.2535801798902684,0.547986285490042
121.0,4.0,1.77,2.0653710494516417,1.263344412323495,0.5452463540625918
122.0,2.0,1.8,1.9759543893160298,1.270980442967848,0.5425201222922789
123.0,3.0,1.83,1.662219185847789,1.275989126759232,0.5398075216808175
124.0,4.0,1.88,2.03801590600051,1.2887366435129661,0.5371084840724134
125.0,4.0,1.91,1.7100132920313627,1.2942249336757232,0.5344229416520513
126.0,1.0,1.92,1.6537128794007003,1.2979452278558166,0.531750826943791
127.0,8.0,2.01,1.593099472578615,1.3065917704638559,0.5290920728090721
128.0,1.0,2.02,2.0034601751249284,1.3182323960965732,0.5264466124450268
129.0,5.0,2.06,1.9742006078595296,1.328043881545309,0.5238143793828016
130.0,5.0,2.12,2.137733567156829,1.3356580539420246,0.5211953074858876
131.0,2.0,2.13,1.8513108727056533,1.3447598389929043,0.5185893309484582
132.0,6.0,2.2,1.9511040290817618,1.3558366483513964,0.5159963842937159
133.0,5.0,2.26,1.9595686291577294,1.366421099905856,0.5134164023722473
134.0,7.0,2.33,1.9119653262896463,1.3747931785450782,0.510849320360386
135.0,2.0,2.35,1.825376154622063,1.3833734002697746,0.5082950737585841
136.0,7.0,2.4,1.8420540725346655,1.3935310547822155,0.5057535983897912
137.0,5.0,2.42,1.8951565163442865,1.4009291482914705,0.5032248303978422
138.0,3.0,2.44,2.579290387337096,1.4175761945650447,0.500708706245853
139.0,5.0,2.45,2.2517095330404118,1.4301595008256844,0.4982051627146237
140.0,3.0,2.5,2.439456782885827,1.443405978443334,0.49571413690105054
141.0,5.0,2.53,2.0345039151143283,1.4526809685095214,0.4932355662165453
142.0,4.0,2.59,1.6095036731567234,1.460292598704691,0.4907693883854626
143.0,3.0,2.59,2.085862121777609,1.4663800718658604,0.4883155414435353
144.0,6.0,2.66,2.385104233631864,1.4824336094514001,0.4858739637363176
145.0,3.0,2.68,2.3127709154505283,1.4940496158768655,0.483444593917636
146.0,2.0,2.7,2.2524139012675732,1.5020141052640974,0.4810273709480478
147.0,4.0,2.74,2.477490427903831,1.5164365933241788,0.47862223409330756
148.0,1.0,2.75,2.206919923890382,1.5269842186477036,0.47622912292284103
149.0,5.0,2.79,2.4853493947302923,1.5399559031712124,0.4738479773082268
150.0,1.0,2.8,2.393617501598783,1.5527550263737795,0.47147873742168567
151.0,6.0,2.84,2.302911872509867,1.5642266484478022,0.46912134373457726
152.0,7.0,2.88,2.475538674276322,1.5778938613843638,0.46677573701590436
153.0,6.0,2.93,2.3839719430543482,1.5905922484619077,0.46444185833082485
154.0,5.0,2.96,2.1385881626047194,1.5997845684411005,0.46211964903917074
155.0,6.0,3.02,2.3308575418777764,1.6139317348646,0.4598090507939749
156.0,3.0,3.02,2.4948197584599257,1.6255922541033943,0.457510005540005
157.0,5.0,3.08,2.1710296436212957,1.6379301174986176,0.45522245551230495
158.0,3.0,3.11,2.536162532866001,1.6514358007459669,0.4529463432347434
159.0,5.0,3.12,2.4289711359888315,1.6653460813348646,0.4506816115185697
160.0,3.0,3.15,2.380393394269049,1.6763391738210338,0.4484282034609769
161.0,10.0,3.24,2.4741979958489537,1.6924424683232793,0.446186062443672
162.0,10.0,3.34,2.342101750895381,1.7053315222926904,0.4439551321314536
163.0,4.0,3.37,2.772090053651482,1.7195231682201848,0.4417353564707963
164.0,2.0,3.36,2.4221634678542614,1.726828193916008,0.43952667968844233
165.0,3.0,3.38,2.301653284113854,1.7407346301351208,0.43732904629000013
166.0,9.0,3.44,2.7797855553217232,1.7571996213018428,0.4351424010585501
167.0,4.0,3.48,2.826364189386368,1.7755496729956939,0.43296668905325736
168.0,6.0,3.52,2.982868178281933,1.7962257210421375,0.43080185560799106
169.0,9.0,3.61,2.835905951447785,1.813231610825751,0.4286478463299511
170.0,4.0,3.62,2.7890958921052516,1.8330984340788563,0.42650460709830135
171.0,1.0,3.63,2.4404231461230665,1.8478600806480971,0.42437208406280985
172.0,7.0,3.69,2.5713013282511383,1.8607865805056645,0.4222502236424958
173.0,3.0,3.7,2.238094925414771,1.870356970950961,0.42013897252428334
174.0,6.0,3.73,2.3708751564845443,1.880029177258839,0.4180382776616619
175.0,4.0,3.74,2.386655447073281,1.8904514622234274,0.4159480862733536
176.0,1.0,3.71,2.5757553263101727,1.9010968868853524,0.41386834584198684
177.0,10.0,3.78,2.7658883745316416,1.9190393792535179,0.4117990041127769
178.0,3.0,3.79,2.860087001696229,1.9370898870145903,0.40974000909221303
179.0,10.0,3.89,2.5045714490115643,1.950196580804186,0.40769130904675194
180.0,3.0,3.89,2.5765929450280964,1.9658321901818272,0.40565285250151817
181.0,3.0,3.9,2.7266584732569754,1.9809746977663598,0.4036245882390106
182.0,2.0,3.9,2.291452771052718,1.9928996769245715,0.4016064652978155
183.0,7.0,3.93,3.1291809184476733,2.0115434465208093,0.3995984329713264
184.0,4.0,3.96,2.77586681349203,2.0257155108288862,0.3976004408064698
185.0,0.0,3.92,2.7057536845095456,2.0421479925187302,0.39561243860243744
186.0,7.0,3.97,2.4677284159697592,2.0549876884557308,0.3936343764094253
187.0,2.0,3.95,2.9097279380075634,2.0728914039221125,0.39166620452737816
188.0,9.0,4.01,3.095548036508262,2.09057397778146,0.3897078735047413
189.0,6.0,4.07,2.666303520090878,2.105979416364571,0.3877593341372176
190.0,11.0,4.14,2.7255827393382788,2.120458189987112,0.3858205374665315
191.0,0.0,4.11,2.4852426182478666,2.1347121826012154,0.38389143477919885
192.0,3.0,4.08,2.2639187006279826,2.1451384889753538,0.3819719776053028
193.0,5.0,4.12,2.976537042297423,2.1633001698716545,0.3800621177172763
194.0,4.0,4.1,2.691450218204409,2.176767543903552,0.37816180712868996
195.0,6.0,4.1,2.4299684884026647,2.189188355852384,0.37627099809304654
196.0,5.0,4.13,3.253828169312328,2.207926524541108,0.3743896431025813
197.0,6.0,4.19,2.846892270259559,2.218576030001277,0.37251769488706843
198.0,7.0,4.21,3.209325248375535,2.2391659151518253,0.3706551064126331
199.0,9.0,4.29,3.474672229960561,2.2571690852410393,0.36880183088056995
200.0,4.0,4.28,3.0482841548509896,2.2724742377118674,0.3669578217261671
201.0,6.0,4.32,2.588731478434056,2.2823496404394974,0.36512303261753626
202.0,5.0,4.31,3.085176528431475,2.300563820298994,0.3632974174544486
203.0,9.0,4.36,2.774774503428489,2.3114721168915278,0.3614809303671764
204.0,3.0,4.35,2.968422188423574,2.3261386994749773,0.3596735257153405
205.0,9.0,4.43,3.004186056088656,2.3406389171490445,0.3578751580867638
206.0,6.0,4.46,3.0516725573688745,2.35416320107528,0.35608578229633
207.0,4.0,4.49,3.219259371049702,2.370175523109501,0.3543053533848483
208.0,7.0,4.54,3.59429257363081,2.390638885643566,0.35253382661792404
209.0,5.0,4.59,2.9915444906800985,2.4033946707635185,0.3507711574848344
210.0,7.0,4.63,3.059887672541663,2.414905862940941,0.34901730169741024
211.0,3.0,4.65,3.1609029427636415,2.4322678637481294,0.3472722151889232
212.0,5.0,4.69,2.7748742485418916,2.4424168396391908,0.3455358541129786
213.0,13.0,4.8,3.186471867375076,2.4526413346012124,0.3438081748424137
214.0,11.0,4.89,3.0868739308789372,2.4609684750670566,0.3420891339682016
215.0,9.0,4.95,3.12952270405367,2.4764566278958227,0.3403786882983606
216.0,7.0,4.97,3.1106412312947214,2.4897234891238624,0.3386767948568688
217.0,9.0,5.02,3.2537454292178154,2.5031429705885238,0.33698341088258443
218.0,2.0,5.02,3.395987535826862,2.5185743967024607,0.3352984938281715
219.0,4.0,5.0,3.142696292605251,2.534814959784271,0.33362200135903064
220.0,7.0,5.05,2.824401524849236,2.5460201249434613,0.33195389135223546
221.0,6.0,5.07,3.359589691273868,2.5589623113616837,0.3302941218954743
222.0,4.0,5.09,3.400648600887507,2.5732092534773985,0.32864265128599696
223.0,4.0,5.1,3.766868721228093,2.5942557488312015,0.326999438029567
224.0,11.0,5.17,3.5071233683265746,2.608946823454462,0.3253644408394192
225.0,3.0,5.16,3.7952659307047725,2.6297993498411962,0.3237376186352221
226.0,13.0,5.28,3.2143023274838924,2.645405244322028,0.322118930542046
227.0,11.0,5.31,3.777993996627629,2.6672541895625184,0.32050833588933575
228.0,6.0,5.36,3.863250769674778,2.6858520955080167,0.31890579420988907
229.0,2.0,5.33,3.663905064575374,2.7027491400751753,0.3173112652388396
230.0,10.0,5.38,3.0774995093233883,2.712146799496841,0.3157247089126454
231.0,3.0,5.39,3.1483930270187557,2.725117621039972,0.3141460853680822
232.0,8.0,5.41,4.022175950231031,2.7458283402514643,0.3125753549412418
233.0,8.0,5.44,3.2538799215108156,2.758771453174995,0.31101247816653554
234.0,11.0,5.48,3.3209027701523155,2.7728608276136217,0.30945741577570285
235.0,4.0,5.5,3.2040151986293495,2.786647218053695,0.3079101286968243
236.0,7.0,5.5,3.4782170611433685,2.8030088479397817,0.3063705780533402
237.0,6.0,5.51,2.952748414129019,2.813584766917629,0.30483872516307353
238.0,2.0,5.5,3.1146143078804016,2.8189380061230622,0.3033145315372582
239.0,10.0,5.55,3.438262294046581,2.830803533733124,0.3017979588795719
240.0,5.0,5.57,3.790504648350179,2.8443140123877675,0.30028896908517405
241.0,11.0,5.63,3.625936219468713,2.8602283354313114,0.2987875242397482
242.0,9.0,5.68,3.312263933941722,2.8772559380391614,0.29729358661854943
243.0,5.0,5.7,3.930264199152589,2.895699958812911,0.29580711868545667
244.0,10.0,5.74,3.4931826423853636,2.906780742900446,0.2943280830920294
245.0,8.0,5.79,3.6905686571262777,2.9205587203172034,0.29285644267656924
246.0,11.0,5.88,3.4070503530092537,2.93210508483462,0.2913921604631864
247.0,7.0,5.91,3.6203293399885297,2.9435334739554673,0.28993519966087045
248.0,8.0,5.98,3.6234215954318643,2.9576984906708823,0.2884855236625661
249.0,6.0,5.99,2.866647630929947,2.961511473032879,0.28704309604425327
250.0,16.0,6.14,3.9528256794437766,2.9771035548113285,0.285607880564032
251.0,4.0,6.12,3.5811321130022407,2.9898857572162525,0.28417984116121187
252.0,8.0,6.13,4.073500978760421,3.0058653802610933,0.2827589419554058
253.0,5.0,6.12,3.7727085342630744,3.0197527461731806,0.28134514724562876
254.0,4.0,6.11,3.4614759534597397,3.0329816240817307,0.2799384215094006
255.0,7.0,6.12,4.149582525715232,3.0511688739201053,0.27853872940185365
256.0,12.0,6.21,3.8113962011411786,3.064334638346918,0.27714603575484437
257.0,7.0,6.23,3.795323978178203,3.080577581692487,0.2757603055760701
258.0,8.0,6.28,3.879036046564579,3.0940063168294727,0.2743815040481898
259.0,10.0,6.33,4.3572629783302546,3.113289235252887,0.2730095965279488
260.0,8.0,6.38,3.8010068172588944,3.1274953694827854,0.27164454854530906
261.0,9.0,6.37,4.086889404337853,3.1436222835676744,0.2702863258025825
262.0,5.0,6.32,4.1318305670283735,3.1615195717290043,0.2689348941735696
263.0,14.0,6.42,3.9610734777525067,3.1734094059700144,0.26759021970270175
264.0,8.0,6.48,4.117446261458099,3.190362233906053,0.2662522686041882
265.0,12.0,6.57,3.959911343641579,3.2069448145013304,0.2649210072611673
266.0,10.0,6.58,3.777123342268169,3.2169181923707946,0.26359640222486147
267.0,12.0,6.66,4.149939329363406,3.2301539437705653,0.26227842021373715
268.0,5.0,6.65,4.559665096923709,3.245921912956983,0.2609670281126685
269.0,11.0,6.67,4.161265920847654,3.2591755126509816,0.25966219297210513
270.0,4.0,6.67,4.378424719907343,3.2750688009290023,0.2583638820072446
271.0,9.0,6.75,3.87115096161142,3.289376079083886,0.2570720625972084
272.0,11.0,6.79,4.064788601594046,3.3043109518173153,0.25578670228422234
273.0,12.0,6.88,4.2656663006637245,3.3245866655698046,0.25450776877280124
274.0,12.0,6.94,3.451941093429923,3.3353973249392586,0.2532352299289372
275.0,10.0,7.0,3.9548762664198875,3.3510795331327246,0.2519690537792925
276.0,3.0,7.02,3.986353757791221,3.365185517447535,0.2507092085103961
277.0,8.0,7.0,4.387440683320165,3.3814010405354202,0.2494556624678441
278.0,10.0,7.07,4.060234901960939,3.3934025195380673,0.24820838415550486
279.0,4.0,7.01,4.450763909611851,3.4128644441440703,0.24696734223472733
280.0,10.0,7.08,4.287316194735467,3.4299716766411437,0.2457325055235537
281.0,4.0,7.09,4.423343125730753,3.4469385231658816,0.24450384299593592
282.0,5.0,7.12,4.049487185664475,3.464518867311999,0.24328132378095624
283.0,3.0,7.08,4.48555788770318,3.478082637004554,0.24206491716205145
284.0,11.0,7.15,4.98182989936322,3.500142267863266,0.2408545925762412
285.0,5.0,7.2,4.418424972333014,3.517268980741501,0.23965031961336
286.0,3.0,7.16,4.5827566725201905,3.5384192633070053,0.2384520680152932
287.0,6.0,7.2,3.745984287932515,3.5467818268062548,0.23725980767521673
288.0,7.0,7.18,4.577076903078705,3.561597115471959,0.23607350863684065
289.0,10.0,7.22,4.045331168919802,3.5753873919602484,0.23489314109365644
290.0,11.0,7.22,4.9993060836568475,3.5981246254034343,0.23371867538818816
291.0,14.0,7.36,4.790400987491012,3.6211762090958657,0.23255008201124722
292.0,6.0,7.39,4.608205558266491,3.6446190776722505,0.231387331601191
293.0,12.0,7.46,4.04982387740165,3.655351946023293,0.23023039494318503
294.0,9.0,7.51,4.0537054990418255,3.668974498831667,0.2290792429684691
295.0,17.0,7.62,4.992074940353632,3.694595563351177,0.22793384675362674
296.0,11.0,7.68,4.562061920762062,3.707677900865674,0.22679417751985861
297.0,2.0,7.64,4.506841237191111,3.7242773905349895,0.22566020663225933
298.0,1.0,7.58,5.0063597853295505,3.7422477359045296,0.22453190559909803
299.0,9.0,7.58,3.9079427728429437,3.7465804413333537,0.22340924607110255
300.0,12.0,7.66,4.006580005399883,3.7561633998388424,0.22229219984074702
301.0,11.0,7.71,3.9267601994797587,3.7695436870492993,0.2211807388415433
302.0,4.0,7.7,4.4387421533465385,3.78307934329845,0.22007483514733558
303.0,6.0,7.67,4.387662555091083,3.799208223815076,0.2189744609715989
304.0,15.0,7.79,4.566773413680494,3.815191736067645,0.2178795886667409
305.0,9.0,7.79,4.7293292209506035,3.832443167716265,0.2167901907234072
306.0,5.0,7.78,4.819041379727423,3.8501168559398504,0.21570623976979014
307.0,13.0,7.87,4.561741362325847,3.8635416758526118,0.21462770857094118
308.0,6.0,7.86,4.474794517271221,3.872346695289016,0.21355457002808648
309.0,7.0,7.88,4.177981690503657,3.8842110672872514,0.21248679717794605
310.0,9.0,7.9,4.531707359477878,3.8989292641566133,0.21142436319205632
311.0,9.0,7.96,4.226760174147785,3.909587836470455,0.21036724137609603
312.0,8.0,7.99,4.417678005062044,3.9260158740356563,0.20931540516921554
313.0,9.0,7.95,4.08372466545552,3.9349884020164607,0.20826882814336947
314.0,8.0,7.92,4.401081801392138,3.948130480721593,0.20722748400265262
315.0,5.0,7.88,4.49024295527488,3.961737683233805,0.20619134658263935
316.0,14.0,7.95,4.615927131846547,3.976790542239323,0.20516038984972615
317.0,12.0,7.98,5.1305943434126675,3.995559031381272,0.2041345879004775
318.0,12.0,8.08,4.411171011161059,4.0057108661346135,0.2031139149609751
319.0,10.0,8.14,4.337500317953527,4.017658906388096,0.20209834538617025
320.0,2.0,8.09,4.5824591387063265,4.035239482526667,0.2010878536592394
321.0,10.0,8.13,4.628550471737981,4.0479290903313085,0.2000824143909432
322.0,9.0,8.18,4.764752643182874,4.061570130754262,0.19908200231898848
323.0,2.0,8.16,5.039221383165568,4.074293657373637,0.19808659230739353
324.0,7.0,8.12,4.755002107005566,4.086772444760427,0.19709615934585656
325.0,12.0,8.21,4.385852511040866,4.092678310563787,0.19611067854912728
326.0,12.0,8.2,4.190976743586361,4.102445054724813,0.19513012515638165
327.0,8.0,8.17,4.811236144043505,4.112777476198971,0.19415447453059972
328.0,8.0,8.19,5.214604262262583,4.12629101112485,0.19318370215794672
329.0,3.0,8.2,4.919316960498691,4.138845130084082,0.192217783647157
330.0,5.0,8.15,4.962996414396912,4.157700099134818,0.1912566947289212
331.0,8.0,8.2,4.738331155385822,4.173599480418488,0.1903004112552766
332.0,4.0,8.16,4.096712323836982,4.174344844154548,0.18934890919900021
333.0,5.0,8.13,4.614446030929685,4.187950505248737,0.18840216465300522
334.0,14.0,8.16,4.733144252561033,4.2020729200728235,0.18746015382974018
335.0,13.0,8.25,4.527562093921006,4.21530838902574,0.1865228530605915
336.0,9.0,8.27,5.361377575434744,4.234139994168654,0.18559023879528855
337.0,12.0,8.33,4.952085595577955,4.254133365983144,0.1846622876013121
338.0,16.0,8.47,5.435664834454656,4.277343871248886,0.18373897616330553
339.0,11.0,8.48,5.164337810128927,4.2946046264097095,0.182820281282489
340.0,7.0,8.5,4.413647096604109,4.300836050892249,0.18190617987607657
341.0,13.0,8.52,4.732991738244891,4.311906606080011,0.18099664897669618
342.0,9.0,8.52,5.17270222119987,4.330510988952592,0.1800916657318127
343.0,14.0,8.61,4.7563543021678925,4.338771889982745,0.17919120740315364
344.0,13.0,8.64,5.205110426992178,4.355891167828813,0.17829525136613786
345.0,11.0,8.67,5.398438553325832,4.372969866790808,0.17740377510930716
346.0,9.0,8.65,4.51537424698472,4.384053105730564,0.17651675623376062
347.0,10.0,8.68,4.8219269728288054,4.3960690820589665,0.1756341724525918
348.0,11.0,8.71,5.162338859401643,4.411458254698664,0.17475600159032884
349.0,7.0,8.72,4.8165615405887365,4.430957393795252,0.17388222158237718
350.0,10.0,8.66,4.77951629133895,4.439224299914204,0.1730128104744653
351.0,13.0,8.75,4.274796787649393,4.446160946660675,0.17214774642209296
352.0,10.0,8.77,5.170427041593939,4.45713020728901,0.1712870076899825
353.0,7.0,8.79,5.154187805019319,4.470944999996573,0.17043057265153258
354.0,8.0,8.83,4.994968925602734,4.486279929718003,0.16957841978827493
